"year","length","budget","votes","genre","rating","is_high_rating","is_high_rating_factor","log_votes"
2001,97,16.1,81,"Drama",3.3,0,"Poor (<=7)",4.40671924726425
1991,109,14.5,218,"Comedy",8.1,1,"Good (>7)",5.3890717298165
1992,92,11.9,5,"Comedy",7.8,1,"Good (>7)",1.79175946922805
1980,91,14.6,262,"Action",4.9,0,"Poor (<=7)",5.57215403217776
1971,138,17.4,33,"Action",8.2,1,"Good (>7)",3.52636052461616
1963,110,15.8,9,"Drama",3.8,0,"Poor (<=7)",2.30258509299405
1998,54,15.9,10,"Documentary",8.7,1,"Good (>7)",2.39789527279837
1997,101,15.5,26071,"Drama",3.1,0,"Poor (<=7)",10.1686172205174
1998,89,12.5,20,"Action",3.8,0,"Poor (<=7)",3.04452243772342
1944,26,8.4,156,"Short",8.9,1,"Good (>7)",5.05624580534831
1996,75,10.6,7,"Documentary",8,1,"Good (>7)",2.07944154167984
1945,95,12.7,9,"Comedy",8.2,1,"Good (>7)",2.30258509299405
1953,65,13.6,40,"Comedy",8,1,"Good (>7)",3.71357206670431
1980,83,15.7,7,"Action",8.4,1,"Good (>7)",2.07944154167984
1990,89,13.9,157,"Comedy",8.2,1,"Good (>7)",5.06259503302697
1998,90,7.1,20,"Action",3.7,0,"Poor (<=7)",3.04452243772342
1998,58,11.6,14,"Documentary",8.1,1,"Good (>7)",2.70805020110221
1998,17,15.1,16,"Short",7.9,1,"Good (>7)",2.83321334405622
1983,93,13.7,19,"Drama",4.1,0,"Poor (<=7)",2.99573227355399
2003,85,12.8,22,"Comedy",5.9,0,"Poor (<=7)",3.13549421592915
1997,105,12.7,28,"Documentary",8.5,1,"Good (>7)",3.36729582998647
1986,96,14.2,2012,"Comedy",8,1,"Good (>7)",7.60738142563979
1950,88,15.5,61,"Drama",3.7,0,"Poor (<=7)",4.12713438504509
1967,72,6.1,28,"Comedy",8.3,1,"Good (>7)",3.36729582998647
1948,8,8.3,51,"Animation",3.6,0,"Poor (<=7)",3.95124371858143
1927,155,11.1,178,"Drama",4.7,0,"Poor (<=7)",5.18738580584075
1980,119,5.5,12,"Action",3.9,0,"Poor (<=7)",2.56494935746154
1988,83,11.8,632,"Comedy",8.6,1,"Good (>7)",6.45047042214418
1944,137,11.2,197,"Drama",4.3,0,"Poor (<=7)",5.28826703069454
1998,93,11.4,30,"Documentary",8.6,1,"Good (>7)",3.43398720448515
1998,108,9.7,48,"Drama",4.4,0,"Poor (<=7)",3.89182029811063
1959,73,12.2,8,"Action",3.5,0,"Poor (<=7)",2.19722457733622
1976,132,12.3,2118,"Action",5.2,0,"Poor (<=7)",7.6586995582683
1995,106,16.5,4089,"Comedy",7.9,1,"Good (>7)",8.31630024903685
1982,98,11.9,912,"Comedy",3.6,0,"Poor (<=7)",6.81673588059497
1971,87,16.4,90,"Drama",3.9,0,"Poor (<=7)",4.51085950651685
1998,91,11.5,82,"Drama",3.9,0,"Poor (<=7)",4.4188406077966
2004,103,14.7,15,"Comedy",8.5,1,"Good (>7)",2.77258872223978
1927,48,11.2,6,"Comedy",8.2,1,"Good (>7)",1.94591014905531
1995,86,12.9,33,"Action",5.2,0,"Poor (<=7)",3.52636052461616
1938,90,9.8,44,"Drama",3.2,0,"Poor (<=7)",3.80666248977032
1971,7,14.4,22,"Animation",7.3,1,"Good (>7)",3.13549421592915
1997,102,10.1,18,"Drama",4.5,0,"Poor (<=7)",2.94443897916644
1994,85,17.8,78,"Drama",3.5,0,"Poor (<=7)",4.36944785246702
1999,90,12.2,67,"Comedy",7.9,1,"Good (>7)",4.21950770517611
1942,100,12.4,239,"Comedy",4,0,"Poor (<=7)",5.48063892334199
1994,87,16.4,14,"Comedy",7.7,1,"Good (>7)",2.70805020110221
1987,52,6.3,22,"Drama",4.1,0,"Poor (<=7)",3.13549421592915
1995,93,9.9,35,"Drama",3.9,0,"Poor (<=7)",3.58351893845611
1942,64,10.6,94,"Action",4.8,0,"Poor (<=7)",4.55387689160054
1934,71,18.6,15,"Drama",4.1,0,"Poor (<=7)",2.77258872223978
2002,83,13.2,67,"Drama",4,0,"Poor (<=7)",4.21950770517611
2000,100,15.6,8,"Comedy",4.6,0,"Poor (<=7)",2.19722457733622
1989,75,11.5,15,"Action",4.9,0,"Poor (<=7)",2.77258872223978
1996,8,10.4,18,"Comedy",8.7,1,"Good (>7)",2.94443897916644
1958,73,14,6,"Drama",5,0,"Poor (<=7)",1.94591014905531
1971,101,10.6,58,"Comedy",3.8,0,"Poor (<=7)",4.07753744390572
1999,9,11.7,54,"Short",7.7,1,"Good (>7)",4.00733318523247
1999,99,16.4,670,"Drama",4.9,0,"Poor (<=7)",6.50876913697168
1985,97,17.8,73,"Comedy",7.8,1,"Good (>7)",4.30406509320417
1954,104,16.8,412,"Drama",3.4,0,"Poor (<=7)",6.02344759296103
1966,105,10,5,"Comedy",5.1,0,"Poor (<=7)",1.79175946922805
2000,130,16.8,1145,"Drama",4.2,0,"Poor (<=7)",7.04403289727469
1942,7,10.5,128,"Animation",8.7,1,"Good (>7)",4.85981240436167
1994,96,9.3,1222,"Comedy",4,0,"Poor (<=7)",7.10906213568717
1998,106,8.2,11,"Drama",3.8,0,"Poor (<=7)",2.484906649788
1971,120,9.1,9,"Action",5.2,0,"Poor (<=7)",2.30258509299405
1999,13,10.8,26,"Animation",4.1,0,"Poor (<=7)",3.29583686600433
1985,119,11.9,111,"Drama",3.8,0,"Poor (<=7)",4.71849887129509
2003,88,14.7,20,"Documentary",7.8,1,"Good (>7)",3.04452243772342
2005,99,16.6,9,"Documentary",8,1,"Good (>7)",2.30258509299405
1998,89,10.8,10,"Action",3.9,0,"Poor (<=7)",2.39789527279837
2003,5,13.6,10,"Animation",7.7,1,"Good (>7)",2.39789527279837
2000,76,12.6,5,"Comedy",8.1,1,"Good (>7)",1.79175946922805
1993,104,16.7,5376,"Action",7.4,1,"Good (>7)",8.58988587680968
1979,90,13.2,12,"Action",4,0,"Poor (<=7)",2.56494935746154
1964,99,8.9,12,"Drama",3,0,"Poor (<=7)",2.56494935746154
1993,84,11.3,8,"Action",3.3,0,"Poor (<=7)",2.19722457733622
1942,88,14.6,1224,"Comedy",5,0,"Poor (<=7)",7.11069612297883
1971,91,16.5,61,"Drama",5.1,0,"Poor (<=7)",4.12713438504509
1947,144,14.6,29,"Drama",4,0,"Poor (<=7)",3.40119738166216
1991,158,12.9,2065,"Drama",6.3,0,"Poor (<=7)",7.63336964967958
1938,70,5.9,58,"Comedy",2.8,0,"Poor (<=7)",4.07753744390572
1966,95,12.4,763,"Drama",4,0,"Poor (<=7)",6.63856778916652
2003,72,13,42,"Documentary",8.2,1,"Good (>7)",3.76120011569356
1971,68,10.2,5,"Drama",4,0,"Poor (<=7)",1.79175946922805
1971,95,14.5,5,"Action",7.7,1,"Good (>7)",1.79175946922805
2004,105,14.1,1840,"Action",4.5,0,"Poor (<=7)",7.51806418123308
1943,76,6.8,13,"Action",4.3,0,"Poor (<=7)",2.63905732961526
1995,85,10.6,73,"Action",3.5,0,"Poor (<=7)",4.30406509320417
1942,11,10.6,5,"Short",7.3,1,"Good (>7)",1.79175946922805
2002,79,11.7,184,"Documentary",7.7,1,"Good (>7)",5.22035582507832
1994,119,6.9,8340,"Drama",3.6,0,"Poor (<=7)",9.02893839224161
2004,87,11.7,5,"Action",5.1,0,"Poor (<=7)",1.79175946922805
1994,117,11.6,190,"Drama",4.8,0,"Poor (<=7)",5.25227342804663
1999,102,18.7,7247,"Comedy",7.8,1,"Good (>7)",8.88848084772282
2003,90,8.1,9,"Comedy",3.5,0,"Poor (<=7)",2.30258509299405
1942,70,9.8,38,"Drama",3.6,0,"Poor (<=7)",3.66356164612965
1960,76,7,10,"Drama",2.6,0,"Poor (<=7)",2.39789527279837
1995,89,8.8,9,"Documentary",7.8,1,"Good (>7)",2.30258509299405
1999,105,15.6,92,"Drama",3,0,"Poor (<=7)",4.53259949315326
1941,104,18.8,395,"Drama",5.2,0,"Poor (<=7)",5.98141421125448
1992,90,15.3,9,"Drama",3.9,0,"Poor (<=7)",2.30258509299405
1991,86,12.2,152,"Comedy",2.7,0,"Poor (<=7)",5.03043792139244
1975,123,14.5,41,"Drama",3.4,0,"Poor (<=7)",3.73766961828337
1979,93,15.9,6,"Action",5.3,0,"Poor (<=7)",1.94591014905531
2003,80,12,9,"Action",3.6,0,"Poor (<=7)",2.30258509299405
1966,106,11.2,9,"Action",3.8,0,"Poor (<=7)",2.30258509299405
1988,101,10.1,274,"Action",4.3,0,"Poor (<=7)",5.61677109766657
1983,86,10.4,43,"Action",6.1,0,"Poor (<=7)",3.78418963391826
1971,131,14.1,4042,"Action",3.2,0,"Poor (<=7)",8.30474226964077
1928,62,12.4,7,"Drama",4.4,0,"Poor (<=7)",2.07944154167984
1937,70,10.7,100,"Drama",3.1,0,"Poor (<=7)",4.61512051684126
1914,54,8,17,"Comedy",3.9,0,"Poor (<=7)",2.89037175789616
1948,11,9.5,8,"Comedy",7.6,1,"Good (>7)",2.19722457733622
1943,67,15.9,25,"Action",8,1,"Good (>7)",3.25809653802148
1976,111,7,77,"Drama",4,0,"Poor (<=7)",4.35670882668959
2000,72,12.9,44,"Documentary",7.7,1,"Good (>7)",3.80666248977032
1997,105,12,10,"Action",4,0,"Poor (<=7)",2.39789527279837
1997,96,16.5,442,"Comedy",7.9,1,"Good (>7)",6.09356977004514
1952,78,8.4,29,"Drama",4.3,0,"Poor (<=7)",3.40119738166216
2004,48,7.9,12,"Documentary",3.8,0,"Poor (<=7)",2.56494935746154
1997,28,12.2,61,"Short",7.3,1,"Good (>7)",4.12713438504509
1963,79,15.2,14,"Comedy",8.1,1,"Good (>7)",2.70805020110221
1995,104,12.4,14874,"Action",7.9,1,"Good (>7)",9.60743723041383
1974,113,18.9,28,"Drama",6.5,0,"Poor (<=7)",3.36729582998647
1981,96,13.2,214,"Comedy",7.5,1,"Good (>7)",5.37063802812766
2000,113,16.1,1283,"Action",8.1,1,"Good (>7)",7.15773548424991
1948,67,15.5,10,"Action",7.9,1,"Good (>7)",2.39789527279837
1974,143,14.9,33,"Action",5.3,0,"Poor (<=7)",3.52636052461616
1958,85,7.6,9,"Action",3.4,0,"Poor (<=7)",2.30258509299405
1996,85,16.7,24,"Documentary",7.8,1,"Good (>7)",3.2188758248682
1991,105,12.1,9,"Romance",3.3,0,"Poor (<=7)",2.30258509299405
1961,68,8.5,10,"Action",2.6,0,"Poor (<=7)",2.39789527279837
1981,90,11.5,5,"Action",2.8,0,"Poor (<=7)",1.79175946922805
1989,100,11.3,40,"Action",4.3,0,"Poor (<=7)",3.71357206670431
1930,86,13.3,19,"Action",2.2,0,"Poor (<=7)",2.99573227355399
1977,114,12.9,31,"Action",3.1,0,"Poor (<=7)",3.46573590279973
1997,65,16.9,12,"Documentary",8,1,"Good (>7)",2.56494935746154
1994,87,11.8,182,"Action",3,0,"Poor (<=7)",5.20948615284142
1903,2,14.3,8,"Action",8.7,1,"Good (>7)",2.19722457733622
1995,107,13,419,"Comedy",3.8,0,"Poor (<=7)",6.04025471127741
1987,100,14.7,141,"Action",3.5,0,"Poor (<=7)",4.95582705760126
1973,142,11,8,"Drama",3.4,0,"Poor (<=7)",2.19722457733622
2004,105,7.2,46,"Drama",2.3,0,"Poor (<=7)",3.85014760171006
1994,94,10.9,43,"Drama",4.9,0,"Poor (<=7)",3.78418963391826
1940,76,10.4,122,"Drama",2.4,0,"Poor (<=7)",4.81218435537242
1977,93,15.5,10,"Drama",3.3,0,"Poor (<=7)",2.39789527279837
2000,87,11.4,21,"Comedy",8.1,1,"Good (>7)",3.09104245335832
1995,91,10.4,27,"Drama",3.9,0,"Poor (<=7)",3.3322045101752
1971,103,11.2,1062,"Drama",4.9,0,"Poor (<=7)",6.96885037834195
1936,95,10.2,30,"Comedy",4,0,"Poor (<=7)",3.43398720448515
1996,135,9.1,356,"Comedy",3.4,0,"Poor (<=7)",5.87773578177964
1998,93,12,140,"Comedy",7.7,1,"Good (>7)",4.94875989037817
1996,101,14,84,"Comedy",7.9,1,"Good (>7)",4.44265125649032
1997,87,8.4,17,"Action",4,0,"Poor (<=7)",2.89037175789616
1950,89,8.7,7,"Action",3.6,0,"Poor (<=7)",2.07944154167984
1963,105,15.3,12,"Drama",2.7,0,"Poor (<=7)",2.56494935746154
1977,80,7.3,7,"Action",3.8,0,"Poor (<=7)",2.07944154167984
1969,113,15.1,13091,"Drama",4.8,0,"Poor (<=7)",9.47975663562107
1981,20,13.6,200,"Comedy",7.7,1,"Good (>7)",5.30330490805908
1987,87,13.2,5,"Action",4.7,0,"Poor (<=7)",1.79175946922805
1951,86,9.9,19,"Drama",2.9,0,"Poor (<=7)",2.99573227355399
1972,69,13.2,90,"Action",3.6,0,"Poor (<=7)",4.51085950651685
1932,58,12.8,33,"Drama",3.4,0,"Poor (<=7)",3.52636052461616
1988,90,16,15,"Action",8.4,1,"Good (>7)",2.77258872223978
1988,81,9.2,9,"Animation",5.1,0,"Poor (<=7)",2.30258509299405
1989,93,12,20,"Drama",3.6,0,"Poor (<=7)",3.04452243772342
1969,96,14.6,17,"Drama",2.2,0,"Poor (<=7)",2.89037175789616
1970,96,17.5,38,"Drama",4,0,"Poor (<=7)",3.66356164612965
1944,77,12.2,11,"Action",5.4,0,"Poor (<=7)",2.484906649788
1955,87,19.1,6,"Action",8.7,1,"Good (>7)",1.94591014905531
1990,109,9.4,12,"Drama",4,0,"Poor (<=7)",2.56494935746154
1935,75,17.6,20,"Romance",2.7,0,"Poor (<=7)",3.04452243772342
1969,98,17.9,5,"Action",7.9,1,"Good (>7)",1.79175946922805
1915,5,10.3,29,"Animation",7.9,1,"Good (>7)",3.40119738166216
1952,95,6.6,5,"Drama",4.2,0,"Poor (<=7)",1.79175946922805
1988,18,9.1,6,"Documentary",8.2,1,"Good (>7)",1.94591014905531
1936,7,13,20,"Animation",7.8,1,"Good (>7)",3.04452243772342
1992,140,14.6,8556,"Drama",5.8,0,"Poor (<=7)",9.05450494041805
1971,85,11.6,3539,"Comedy",7.8,1,"Good (>7)",8.17188200612782
1995,81,10.7,10,"Comedy",7.9,1,"Good (>7)",2.39789527279837
1941,89,16,6,"Drama",4.7,0,"Poor (<=7)",1.94591014905531
1929,20,17.2,15,"Comedy",7.7,1,"Good (>7)",2.77258872223978
1990,100,6.9,51,"Action",3.8,0,"Poor (<=7)",3.95124371858143
1938,55,11.2,50,"Action",2.9,0,"Poor (<=7)",3.93182563272433
1976,72,16.5,5,"Comedy",7,0,"Poor (<=7)",1.79175946922805
1976,112,10.6,348,"Drama",4.7,0,"Poor (<=7)",5.85507192220243
1998,94,5.1,200,"Drama",4.2,0,"Poor (<=7)",5.30330490805908
1997,125,16,28457,"Action",7.5,1,"Good (>7)",10.2561845951056
2001,21,7.1,25,"Drama",7.1,1,"Good (>7)",3.25809653802148
1963,26,11.8,7,"Documentary",8.5,1,"Good (>7)",2.07944154167984
2000,13,6.5,11,"Drama",6.9,0,"Poor (<=7)",2.484906649788
2004,87,13.4,136,"Documentary",7.6,1,"Good (>7)",4.91998092582813
1995,74,10.7,61,"Comedy",4.2,0,"Poor (<=7)",4.12713438504509
1998,90,12.9,142,"Action",3.5,0,"Poor (<=7)",4.96284463025991
1998,88,11.8,34,"Drama",3.3,0,"Poor (<=7)",3.55534806148941
1947,7,13.7,21,"Animation",8.5,1,"Good (>7)",3.09104245335832
1948,7,14.1,32,"Animation",7.2,1,"Good (>7)",3.49650756146648
2003,100,6.2,11,"Documentary",2.9,0,"Poor (<=7)",2.484906649788
2004,17,10.4,17,"Drama",8.1,1,"Good (>7)",2.89037175789616
1955,123,12.3,3932,"Comedy",4.5,0,"Poor (<=7)",8.27715777243181
2003,98,10.9,296,"Comedy",8.1,1,"Good (>7)",5.6937321388027
2004,93,11,32,"Drama",4.5,0,"Poor (<=7)",3.49650756146648
1955,97,12,137,"Drama",4.1,0,"Poor (<=7)",4.9272536851572
1986,139,6.3,9,"Drama",3.5,0,"Poor (<=7)",2.30258509299405
1935,64,15.8,13,"Comedy",5,0,"Poor (<=7)",2.63905732961526
1999,70,9.4,5,"Action",4,0,"Poor (<=7)",1.79175946922805
1994,106,12.7,35,"Drama",2,0,"Poor (<=7)",3.58351893845611
2003,107,6.8,1741,"Drama",5.4,0,"Poor (<=7)",7.46278915741245
1967,112,12.4,81,"Comedy",3.7,0,"Poor (<=7)",4.40671924726425
1994,93,8.7,66,"Action",3.7,0,"Poor (<=7)",4.20469261939097
1955,97,16.8,35,"Drama",3.4,0,"Poor (<=7)",3.58351893845611
1997,99,12.3,4637,"Action",7.5,1,"Good (>7)",8.44203851781548
1962,82,13.1,13,"Action",2.1,0,"Poor (<=7)",2.63905732961526
2001,60,8.8,11,"Documentary",8.4,1,"Good (>7)",2.484906649788
1980,89,13,6,"Action",2.5,0,"Poor (<=7)",1.94591014905531
1961,80,12,17,"Comedy",7.5,1,"Good (>7)",2.89037175789616
1934,90,12.8,64,"Action",4.6,0,"Poor (<=7)",4.17438726989564
1960,118,7.2,53,"Drama",4.9,0,"Poor (<=7)",3.98898404656427
2003,89,12.7,13,"Comedy",7.5,1,"Good (>7)",2.63905732961526
1950,10,13.6,14,"Drama",8.1,1,"Good (>7)",2.70805020110221
1969,91,6.2,8,"Comedy",3.9,0,"Poor (<=7)",2.19722457733622
1995,96,11.3,30,"Documentary",8.2,1,"Good (>7)",3.43398720448515
1955,138,7.7,364,"Drama",3.5,0,"Poor (<=7)",5.89989735358249
1984,90,11.9,15,"Drama",4.1,0,"Poor (<=7)",2.77258872223978
2001,92,9.6,22,"Action",4,0,"Poor (<=7)",3.13549421592915
1999,94,11.9,14,"Action",3.9,0,"Poor (<=7)",2.70805020110221
1986,105,8.7,28,"Action",3.9,0,"Poor (<=7)",3.36729582998647
1963,174,9.2,485,"Drama",3.8,0,"Poor (<=7)",6.18620862390049
1980,103,5.7,363,"Drama",5.3,0,"Poor (<=7)",5.89715386763674
1955,93,15.3,7543,"Drama",4,0,"Poor (<=7)",8.92850782431329
1998,82,10.8,65,"Documentary",8,1,"Good (>7)",4.18965474202643
1976,75,9.2,22,"Comedy",4.8,0,"Poor (<=7)",3.13549421592915
1959,87,11.1,6,"Comedy",7.8,1,"Good (>7)",1.94591014905531
1997,83,12,176,"Action",3,0,"Poor (<=7)",5.17614973257383
2002,89,14.4,1075,"Action",8.1,1,"Good (>7)",6.98100574072173
1997,97,8.5,2309,"Action",4.6,0,"Poor (<=7)",7.74500280351584
1955,87,15.7,13,"Comedy",7.9,1,"Good (>7)",2.63905732961526
2000,121,12.9,20031,"Comedy",4,0,"Poor (<=7)",9.90508627389982
2005,110,14.8,5483,"Drama",4.2,0,"Poor (<=7)",8.6095900406822
1991,95,11.8,28,"Action",4.2,0,"Poor (<=7)",3.36729582998647
1952,115,11.4,779,"Drama",2.4,0,"Poor (<=7)",6.65929391968364
1936,83,7.8,26,"Comedy",4.9,0,"Poor (<=7)",3.29583686600433
1988,8,14.2,15,"Animation",7.8,1,"Good (>7)",2.77258872223978
1971,92,10.2,74,"Action",4.8,0,"Poor (<=7)",4.31748811353631
1938,65,15,10,"Action",4.4,0,"Poor (<=7)",2.39789527279837
1959,92,9,5,"Action",2.9,0,"Poor (<=7)",1.79175946922805
1970,124,12.7,455,"Drama",2.6,0,"Poor (<=7)",6.12249280951439
1933,67,9.3,136,"Comedy",5.6,0,"Poor (<=7)",4.91998092582813
1977,80,10.3,9,"Documentary",8.1,1,"Good (>7)",2.30258509299405
1965,7,12.4,17,"Animation",7.5,1,"Good (>7)",2.89037175789616
2000,12,9.5,37,"Comedy",7.4,1,"Good (>7)",3.63758615972639
1940,9,12.4,5,"Documentary",8.1,1,"Good (>7)",1.79175946922805
1966,106,6.7,5,"Drama",4.1,0,"Poor (<=7)",1.79175946922805
1968,118,12.1,92,"Drama",5.5,0,"Poor (<=7)",4.53259949315326
1975,87,6.8,48,"Action",5.4,0,"Poor (<=7)",3.89182029811063
1987,42,8.6,5,"Short",8,1,"Good (>7)",1.79175946922805
1992,110,9.2,97,"Comedy",3.5,0,"Poor (<=7)",4.58496747867057
2003,40,11.9,22,"Documentary",7.5,1,"Good (>7)",3.13549421592915
1981,91,10.9,421,"Comedy",8.2,1,"Good (>7)",6.04500531403601
1945,103,10,31,"Drama",3.7,0,"Poor (<=7)",3.46573590279973
1938,70,18.6,89,"Comedy",8.3,1,"Good (>7)",4.49980967033027
1991,84,11.1,10637,"Action",3,0,"Poor (<=7)",9.27218777530226
1986,86,8.7,296,"Animation",3.5,0,"Poor (<=7)",5.6937321388027
1999,95,14.3,61,"Drama",5.5,0,"Poor (<=7)",4.12713438504509
1924,12,14.2,13,"Comedy",7.7,1,"Good (>7)",2.63905732961526
1997,87,16.9,7,"Documentary",7.4,1,"Good (>7)",2.07944154167984
1999,30,9.2,20,"Comedy",7.5,1,"Good (>7)",3.04452243772342
2005,170,10.7,108,"Drama",5.6,0,"Poor (<=7)",4.69134788222914
1998,80,13.3,34,"Action",3,0,"Poor (<=7)",3.55534806148941
1990,12,11.2,7,"Short",7.2,1,"Good (>7)",2.07944154167984
1967,126,8.7,165,"Action",3.6,0,"Poor (<=7)",5.11198778835654
1996,80,14.9,28,"Comedy",7.9,1,"Good (>7)",3.36729582998647
1997,93,11.7,91,"Drama",3.8,0,"Poor (<=7)",4.52178857704904
1981,114,14.8,8,"Action",3.9,0,"Poor (<=7)",2.19722457733622
1985,66,15.3,14,"Animation",3.7,0,"Poor (<=7)",2.70805020110221
1989,87,15.4,5,"Drama",3.3,0,"Poor (<=7)",1.79175946922805
1951,60,14.8,7,"Action",3.6,0,"Poor (<=7)",2.07944154167984
2003,100,11,689,"Comedy",3.7,0,"Poor (<=7)",6.5366915975913
1941,92,11.3,90,"Drama",3.2,0,"Poor (<=7)",4.51085950651685
2000,90,11.4,90,"Comedy",7.6,1,"Good (>7)",4.51085950651685
1999,96,10,14,"Comedy",7.8,1,"Good (>7)",2.70805020110221
1943,64,11.4,7,"Action",4,0,"Poor (<=7)",2.07944154167984
1946,7,8.8,18,"Animation",8.4,1,"Good (>7)",2.94443897916644
2001,89,6.8,86,"Action",4.7,0,"Poor (<=7)",4.46590811865458
1940,53,12.5,27,"Drama",2.8,0,"Poor (<=7)",3.3322045101752
