"year","length","budget","votes","genre","rating","is_high_rating","is_high_rating_factor","log_votes"
1957,75,10.6,10,"Action",3.9,0,"Poor (<=7)",2.39789527279837
1992,93,10.6,1340,"Action",3.7,0,"Poor (<=7)",7.20117088328168
1998,100,17,229,"Action",8.2,1,"Good (>7)",5.4380793089232
1944,85,12.5,6,"Drama",4.8,0,"Poor (<=7)",1.94591014905531
2002,15,7.6,11,"Comedy",8.2,1,"Good (>7)",2.484906649788
1984,115,12.8,2086,"Comedy",2.9,0,"Poor (<=7)",7.6434829070772
1994,85,5.9,11,"Drama",3.7,0,"Poor (<=7)",2.484906649788
1992,7,7.2,27,"Short",8,1,"Good (>7)",3.3322045101752
1997,6,13.8,35,"Comedy",8.1,1,"Good (>7)",3.58351893845611
1989,73,11.5,7,"Action",4.6,0,"Poor (<=7)",2.07944154167984
1985,101,11.2,903,"Action",6.5,0,"Poor (<=7)",6.80682936039218
1967,94,3.9,11,"Action",6,0,"Poor (<=7)",2.484906649788
1987,70,13.6,30,"Action",3.6,0,"Poor (<=7)",3.43398720448515
1993,120,13.9,6,"Documentary",8.1,1,"Good (>7)",1.94591014905531
1966,90,13.1,134,"Action",3.8,0,"Poor (<=7)",4.90527477843843
1964,7,12,37,"Animation",8.7,1,"Good (>7)",3.63758615972639
1958,97,10.7,42,"Drama",4.3,0,"Poor (<=7)",3.76120011569356
2003,57,14.3,7,"Documentary",7.3,1,"Good (>7)",2.07944154167984
1920,145,11.8,293,"Drama",4.1,0,"Poor (<=7)",5.68357976733868
1937,96,13.8,308,"Drama",3.7,0,"Poor (<=7)",5.73334127689775
1948,84,10.1,11,"Drama",3.8,0,"Poor (<=7)",2.484906649788
1994,88,14.6,80,"Action",3.4,0,"Poor (<=7)",4.39444915467244
1943,96,15.7,7,"Drama",7,0,"Poor (<=7)",2.07944154167984
1966,110,15.7,513,"Comedy",3.9,0,"Poor (<=7)",6.24222326545517
2003,5,13.3,49,"Animation",8.5,1,"Good (>7)",3.91202300542815
1981,103,14.4,242,"Drama",4.1,0,"Poor (<=7)",5.49306144334055
1955,73,10.2,43,"Action",4.1,0,"Poor (<=7)",3.78418963391826
1994,128,11,64,"Comedy",4.1,0,"Poor (<=7)",4.17438726989564
2003,91,15.7,74,"Drama",2.1,0,"Poor (<=7)",4.31748811353631
1990,95,10.9,213,"Comedy",7.2,1,"Good (>7)",5.36597601502185
1931,90,16.6,6,"Comedy",8.2,1,"Good (>7)",1.94591014905531
1993,90,11.4,275,"Drama",4.6,0,"Poor (<=7)",5.62040086571715
2004,18,12.4,11,"Short",7.8,1,"Good (>7)",2.484906649788
1979,80,10.8,6,"Action",5.6,0,"Poor (<=7)",1.94591014905531
1944,90,16,61,"Action",7.7,1,"Good (>7)",4.12713438504509
1977,109,10.2,11,"Comedy",2.1,0,"Poor (<=7)",2.484906649788
1934,66,8.6,276,"Action",5.1,0,"Poor (<=7)",5.62401750618734
2002,99,15,106,"Drama",3.6,0,"Poor (<=7)",4.67282883446191
1958,81,12.3,34,"Action",4.7,0,"Poor (<=7)",3.55534806148941
2002,48,15.9,18,"Action",7.4,1,"Good (>7)",2.94443897916644
1950,92,8.8,43,"Drama",2.5,0,"Poor (<=7)",3.78418963391826
1972,97,17.9,150,"Action",8.1,1,"Good (>7)",5.01727983681492
1966,95,6.2,342,"Action",4.8,0,"Poor (<=7)",5.83773044716594
1906,12,11.6,30,"Short",8.1,1,"Good (>7)",3.43398720448515
1959,111,17.4,133,"Drama",4.1,0,"Poor (<=7)",4.89783979995091
1998,90,12.6,96,"Action",4,0,"Poor (<=7)",4.57471097850338
2003,25,13.4,254,"Animation",4.6,0,"Poor (<=7)",5.54126354515843
1926,101,8.3,43,"Action",4.4,0,"Poor (<=7)",3.78418963391826
1991,103,9.6,42,"Comedy",4.7,0,"Poor (<=7)",3.76120011569356
2001,19,13,16,"Drama",8,1,"Good (>7)",2.83321334405622
2001,88,9.6,78,"Action",4.8,0,"Poor (<=7)",4.36944785246702
2001,97,11.2,125,"Drama",3.5,0,"Poor (<=7)",4.83628190695148
1959,90,13.2,64,"Drama",3.5,0,"Poor (<=7)",4.17438726989564
1941,113,11.6,10,"Action",2.4,0,"Poor (<=7)",2.39789527279837
2002,78,12.2,23,"Action",2.9,0,"Poor (<=7)",3.17805383034795
1994,95,13.2,8,"Comedy",8.3,1,"Good (>7)",2.19722457733622
1998,90,8.4,162,"Comedy",3.8,0,"Poor (<=7)",5.09375020080676
1908,9,7.7,5,"Drama",8.3,1,"Good (>7)",1.79175946922805
2003,83,16.1,239,"Documentary",7.8,1,"Good (>7)",5.48063892334199
1935,95,9,22,"Drama",2.6,0,"Poor (<=7)",3.13549421592915
1998,10,9.1,11,"Short",7.6,1,"Good (>7)",2.484906649788
2005,8,12.5,10,"Short",8,1,"Good (>7)",2.39789527279837
1999,96,14.2,16,"Drama",4.1,0,"Poor (<=7)",2.83321334405622
1994,115,14.9,23,"Romance",4.3,0,"Poor (<=7)",3.17805383034795
1998,106,11.8,35,"Comedy",3.9,0,"Poor (<=7)",3.58351893845611
1995,105,12.7,987,"Comedy",7.8,1,"Good (>7)",6.89568269774787
1935,68,9.5,71,"Comedy",3.4,0,"Poor (<=7)",4.27666611901606
1956,83,10.6,729,"Action",3.9,0,"Poor (<=7)",6.59304453414244
1951,111,11.8,335,"Drama",4.4,0,"Poor (<=7)",5.8171111599632
1986,117,14.5,480,"Drama",3.4,0,"Poor (<=7)",6.17586727010576
2001,5,7.4,57,"Comedy",8.4,1,"Good (>7)",4.06044301054642
1941,8,10.7,36,"Animation",7.4,1,"Good (>7)",3.61091791264422
1997,124,13,36,"Documentary",7.4,1,"Good (>7)",3.61091791264422
2000,91,8.6,185,"Drama",3.2,0,"Poor (<=7)",5.2257466737132
1929,77,13.8,21,"Comedy",7.9,1,"Good (>7)",3.09104245335832
1937,7,13.6,18,"Animation",7.6,1,"Good (>7)",2.94443897916644
1999,133,12.2,84488,"Action",4.8,0,"Poor (<=7)",11.3443766273566
1934,81,11.8,33,"Drama",4,0,"Poor (<=7)",3.52636052461616
1947,71,11.4,23,"Action",2.7,0,"Poor (<=7)",3.17805383034795
1994,92,13.1,82,"Drama",2.5,0,"Poor (<=7)",4.4188406077966
1926,97,15,25,"Action",3.1,0,"Poor (<=7)",3.25809653802148
2002,108,9.9,8590,"Action",4.2,0,"Poor (<=7)",9.05847042263806
2003,20,15.1,6,"Short",6.9,0,"Poor (<=7)",1.94591014905531
1994,88,13.7,132,"Action",7.7,1,"Good (>7)",4.89034912822175
1964,99,12.1,98,"Drama",5.3,0,"Poor (<=7)",4.59511985013459
1993,110,16.4,22,"Comedy",8,1,"Good (>7)",3.13549421592915
2004,179,15.2,363,"Action",5.5,0,"Poor (<=7)",5.89715386763674
1955,102,17.6,551,"Drama",3.3,0,"Poor (<=7)",6.3135480462771
2003,96,10.2,9,"Drama",3.5,0,"Poor (<=7)",2.30258509299405
1939,7,14.1,9,"Animation",7.7,1,"Good (>7)",2.30258509299405
1968,156,4.9,64982,"Action",4.5,0,"Poor (<=7)",11.0818809762091
1971,86,17.3,14,"Drama",3.9,0,"Poor (<=7)",2.70805020110221
1987,64,12.6,38,"Drama",4.3,0,"Poor (<=7)",3.66356164612965
2005,89,10.3,17,"Comedy",8.3,1,"Good (>7)",2.89037175789616
1984,120,10.5,14,"Drama",2.4,0,"Poor (<=7)",2.70805020110221
2003,135,7.8,11,"Documentary",3.5,0,"Poor (<=7)",2.484906649788
1999,4,20.1,8,"Short",8,1,"Good (>7)",2.19722457733622
1951,100,16,92,"Drama",3.1,0,"Poor (<=7)",4.53259949315326
2000,16,12,16,"Short",7.6,1,"Good (>7)",2.83321334405622
1956,96,14.6,42,"Comedy",7.9,1,"Good (>7)",3.76120011569356
1932,72,9.5,5,"Comedy",3.2,0,"Poor (<=7)",1.79175946922805
1935,10,6.9,5,"Comedy",7.8,1,"Good (>7)",1.79175946922805
1939,62,15.7,37,"Drama",4.5,0,"Poor (<=7)",3.63758615972639
1983,88,16.1,8,"Drama",2.7,0,"Poor (<=7)",2.19722457733622
1970,107,15.6,287,"Action",3.4,0,"Poor (<=7)",5.66296048013595
2004,85,11.1,388,"Drama",4.3,0,"Poor (<=7)",5.96357934361845
1956,82,13.2,13,"Action",3.8,0,"Poor (<=7)",2.63905732961526
1958,110,14.3,49,"Action",2.1,0,"Poor (<=7)",3.91202300542815
2002,88,14.1,30,"Action",5,0,"Poor (<=7)",3.43398720448515
2001,92,17.6,25,"Action",8.1,1,"Good (>7)",3.25809653802148
1987,85,14.4,150,"Comedy",8.1,1,"Good (>7)",5.01727983681492
1998,10,13,41,"Short",7.6,1,"Good (>7)",3.73766961828337
1904,10,10.5,37,"Comedy",8.1,1,"Good (>7)",3.63758615972639
1998,97,11.4,10,"Drama",4.9,0,"Poor (<=7)",2.39789527279837
2003,91,13.7,40,"Documentary",7.8,1,"Good (>7)",3.71357206670431
1951,95,14.7,6,"Drama",3.7,0,"Poor (<=7)",1.94591014905531
1976,6,14.8,13,"Animation",8.2,1,"Good (>7)",2.63905732961526
1990,110,17.4,1148,"Action",3.7,0,"Poor (<=7)",7.04664727784876
1994,73,8,14,"Comedy",4,0,"Poor (<=7)",2.70805020110221
1938,7,13.2,12,"Animation",7.8,1,"Good (>7)",2.56494935746154
1997,96,18,128,"Drama",5.2,0,"Poor (<=7)",4.85981240436167
1974,91,8.9,442,"Action",3.7,0,"Poor (<=7)",6.09356977004514
1970,124,12.7,38,"Drama",5.7,0,"Poor (<=7)",3.66356164612965
2003,82,12.1,49,"Documentary",7.7,1,"Good (>7)",3.91202300542815
1963,88,8.2,19,"Drama",4.5,0,"Poor (<=7)",2.99573227355399
1982,90,11.6,5,"Drama",2.3,0,"Poor (<=7)",1.79175946922805
1990,153,9.2,12,"Action",4.5,0,"Poor (<=7)",2.56494935746154
1945,70,13.6,5,"Comedy",8.7,1,"Good (>7)",1.79175946922805
1977,118,13,3009,"Drama",3.2,0,"Poor (<=7)",8.00969535774292
1997,3,12.2,8,"Short",7.8,1,"Good (>7)",2.19722457733622
1974,88,13.3,21,"Drama",2.6,0,"Poor (<=7)",3.09104245335832
2003,70,12.4,43,"Comedy",7.3,1,"Good (>7)",3.78418963391826
1979,90,11.1,7,"Drama",3.5,0,"Poor (<=7)",2.07944154167984
1999,97,14,64,"Romance",4.1,0,"Poor (<=7)",4.17438726989564
2003,86,10.3,12,"Action",3.1,0,"Poor (<=7)",2.56494935746154
1977,105,7.5,21,"Comedy",2.9,0,"Poor (<=7)",3.09104245335832
1972,44,12.1,10,"Documentary",7.7,1,"Good (>7)",2.39789527279837
2002,99,8.5,1311,"Action",4.1,0,"Poor (<=7)",7.17930796950403
1977,92,14.1,140,"Comedy",8.4,1,"Good (>7)",4.94875989037817
1940,7,12.8,8,"Animation",7.6,1,"Good (>7)",2.19722457733622
1937,61,12.2,8,"Action",4.3,0,"Poor (<=7)",2.19722457733622
1989,109,7.1,1008,"Drama",5.7,0,"Poor (<=7)",6.91671502035361
1959,125,14.5,251,"Drama",4.2,0,"Poor (<=7)",5.52942908751142
2004,98,8.8,14,"Comedy",3.9,0,"Poor (<=7)",2.70805020110221
1973,85,10.5,47,"Drama",4.7,0,"Poor (<=7)",3.87120101090789
1991,83,14,17,"Documentary",7.8,1,"Good (>7)",2.89037175789616
1997,91,14.6,572,"Comedy",7.9,1,"Good (>7)",6.35088571671474
1997,100,12.1,53,"Drama",3.9,0,"Poor (<=7)",3.98898404656427
1989,103,11.4,1022,"Comedy",7.8,1,"Good (>7)",6.93049476595163
1960,90,13,49,"Action",4.5,0,"Poor (<=7)",3.91202300542815
1998,120,11.6,7,"Action",2.9,0,"Poor (<=7)",2.07944154167984
1947,11,15.1,15,"Comedy",8.4,1,"Good (>7)",2.77258872223978
1993,60,10.9,144,"Action",4,0,"Poor (<=7)",4.97673374242057
1980,85,17.2,64,"Action",7.9,1,"Good (>7)",4.17438726989564
1988,98,10.8,163,"Action",2,0,"Poor (<=7)",5.0998664278242
1981,90,12.6,35,"Action",4.7,0,"Poor (<=7)",3.58351893845611
1954,71,11.2,22,"Action",4.3,0,"Poor (<=7)",3.13549421592915
2003,87,15.2,42,"Drama",3.1,0,"Poor (<=7)",3.76120011569356
1978,94,7.6,124,"Drama",2.9,0,"Poor (<=7)",4.8283137373023
1950,6,14.2,9,"Animation",8.6,1,"Good (>7)",2.30258509299405
2003,75,15.3,11,"Documentary",8,1,"Good (>7)",2.484906649788
1975,93,9.7,11,"Action",2.8,0,"Poor (<=7)",2.484906649788
1999,8,17.6,68,"Animation",8,1,"Good (>7)",4.23410650459726
1964,184,11.8,996,"Drama",4.2,0,"Poor (<=7)",6.90475076996184
1949,87,13.5,206,"Drama",2.3,0,"Poor (<=7)",5.33271879326537
1952,40,15.1,38,"Drama",8.1,1,"Good (>7)",3.66356164612965
1954,89,13.2,8,"Drama",5.5,0,"Poor (<=7)",2.19722457733622
1978,98,13.7,104,"Action",3.9,0,"Poor (<=7)",4.65396035015752
1942,10,8.1,7,"Documentary",7.9,1,"Good (>7)",2.07944154167984
2002,92,10.8,197,"Comedy",4.1,0,"Poor (<=7)",5.28826703069454
1996,84,11.6,3613,"Action",8,1,"Good (>7)",8.19257047115217
1995,93,6.6,1158,"Drama",4,0,"Poor (<=7)",7.05531284333975
2003,124,9.4,17,"Action",3.8,0,"Poor (<=7)",2.89037175789616
1914,82,13.6,247,"Comedy",8.1,1,"Good (>7)",5.51342874616498
2003,86,8.7,6,"Drama",5.2,0,"Poor (<=7)",1.94591014905531
1919,90,8.7,789,"Drama",3.4,0,"Poor (<=7)",6.67203294546107
1932,79,13.9,60,"Drama",3.7,0,"Poor (<=7)",4.11087386417331
1976,85,10.8,9,"Documentary",8.2,1,"Good (>7)",2.30258509299405
1938,7,9.3,17,"Animation",8.2,1,"Good (>7)",2.89037175789616
1967,105,13.9,1064,"Drama",5.3,0,"Poor (<=7)",6.97073007814353
2003,2,10,5,"Short",7.4,1,"Good (>7)",1.79175946922805
1956,6,11.8,47,"Animation",7.8,1,"Good (>7)",3.87120101090789
1987,100,10.5,318,"Action",4.7,0,"Poor (<=7)",5.76519110278484
1945,91,15.6,320,"Romance",3.9,0,"Poor (<=7)",5.77144112313002
2003,14,17.3,22,"Short",7.4,1,"Good (>7)",3.13549421592915
1947,89,10.1,16,"Action",4.2,0,"Poor (<=7)",2.83321334405622
1998,90,14.5,43,"Comedy",8.3,1,"Good (>7)",3.78418963391826
1980,27,15.2,5,"Short",8.2,1,"Good (>7)",1.79175946922805
1994,28,15.4,51,"Comedy",7.6,1,"Good (>7)",3.95124371858143
1985,130,11.2,29,"Drama",4.3,0,"Poor (<=7)",3.40119738166216
1918,63,13.7,86,"Drama",4.6,0,"Poor (<=7)",4.46590811865458
1999,95,12.2,308,"Action",4.4,0,"Poor (<=7)",5.73334127689775
1986,111,12.3,2107,"Action",4.5,0,"Poor (<=7)",7.65349490966125
1979,92,14,183,"Comedy",8.2,1,"Good (>7)",5.21493575760899
1954,88,7.9,114,"Action",4.4,0,"Poor (<=7)",4.74493212836325
1987,25,4.6,19,"Short",8.2,1,"Good (>7)",2.99573227355399
1959,95,15.9,31,"Comedy",3.9,0,"Poor (<=7)",3.46573590279973
1968,6,13.2,11,"Animation",7.8,1,"Good (>7)",2.484906649788
1994,87,13.8,137,"Action",2.6,0,"Poor (<=7)",4.9272536851572
1949,82,9.9,137,"Drama",3.4,0,"Poor (<=7)",4.9272536851572
1993,14,14.4,9,"Short",8.5,1,"Good (>7)",2.30258509299405
1996,84,12.8,59,"Comedy",7.9,1,"Good (>7)",4.0943445622221
1956,144,14.8,106,"Drama",2.5,0,"Poor (<=7)",4.67282883446191
2000,97,12.8,623,"Comedy",4.5,0,"Poor (<=7)",6.43615036836943
1940,58,10.9,16,"Action",3.5,0,"Poor (<=7)",2.83321334405622
1999,88,11.2,5,"Action",3.6,0,"Poor (<=7)",1.79175946922805
1939,105,16.4,37,"Drama",4.8,0,"Poor (<=7)",3.63758615972639
1937,7,12,11,"Animation",8.1,1,"Good (>7)",2.484906649788
1941,80,11.6,7,"Comedy",8.4,1,"Good (>7)",2.07944154167984
1964,87,16.5,45,"Action",7.8,1,"Good (>7)",3.8286413964891
2001,34,6.9,5,"Short",8.2,1,"Good (>7)",1.79175946922805
1993,92,14.7,23,"Documentary",7.9,1,"Good (>7)",3.17805383034795
1989,83,12.7,22,"Action",4.6,0,"Poor (<=7)",3.13549421592915
1982,96,12,1103,"Comedy",7.7,1,"Good (>7)",7.00669522683704
2001,10,14,40,"Documentary",7.9,1,"Good (>7)",3.71357206670431
1975,88,13.5,361,"Action",4.2,0,"Poor (<=7)",5.89164421182577
1948,62,11.4,49,"Drama",3.9,0,"Poor (<=7)",3.91202300542815
1952,89,10.6,5,"Drama",3.3,0,"Poor (<=7)",1.79175946922805
1946,79,13.8,66,"Action",5.4,0,"Poor (<=7)",4.20469261939097
2003,5,13.8,9,"Short",8.5,1,"Good (>7)",2.30258509299405
2002,86,9.5,30,"Documentary",7.8,1,"Good (>7)",3.43398720448515
1992,88,11,14,"Action",4.7,0,"Poor (<=7)",2.70805020110221
2000,89,10.9,1461,"Comedy",4.9,0,"Poor (<=7)",7.28756064030972
1954,58,12.3,5,"Action",5.1,0,"Poor (<=7)",1.79175946922805
1993,99,14.8,40,"Comedy",8.8,1,"Good (>7)",3.71357206670431
2004,95,10.7,42,"Comedy",8,1,"Good (>7)",3.76120011569356
1963,7,5.1,34,"Animation",2.7,0,"Poor (<=7)",3.55534806148941
1976,100,13.5,82,"Action",4.5,0,"Poor (<=7)",4.4188406077966
2002,85,8.9,39,"Drama",5.8,0,"Poor (<=7)",3.68887945411394
2004,17,12.8,7,"Documentary",8.4,1,"Good (>7)",2.07944154167984
1960,111,14,42,"Drama",3.1,0,"Poor (<=7)",3.76120011569356
2001,13,12,16,"Comedy",8.4,1,"Good (>7)",2.83321334405622
1967,95,11.1,6,"Drama",3.4,0,"Poor (<=7)",1.94591014905531
2000,100,10,192,"Action",5.5,0,"Poor (<=7)",5.26269018890489
1968,104,11.4,84,"Action",2.9,0,"Poor (<=7)",4.44265125649032
1999,99,9.4,2058,"Action",4.9,0,"Poor (<=7)",7.62997570702779
1997,91,13.1,9,"Action",5.2,0,"Poor (<=7)",2.30258509299405
2000,15,11.8,5,"Short",8.6,1,"Good (>7)",1.79175946922805
1998,98,18.6,12091,"Action",7.7,1,"Good (>7)",9.40029935589935
1965,78,11.6,31,"Comedy",7.3,1,"Good (>7)",3.46573590279973
1997,92,15.1,27,"Documentary",7.5,1,"Good (>7)",3.3322045101752
1968,11,17.2,29,"Comedy",7.7,1,"Good (>7)",3.40119738166216
1962,126,11.9,156,"Drama",3.5,0,"Poor (<=7)",5.05624580534831
1986,102,14.6,31,"Romance",4.1,0,"Poor (<=7)",3.46573590279973
1962,135,13.1,604,"Drama",4.7,0,"Poor (<=7)",6.40522845803084
1990,105,11.4,151,"Drama",4.7,0,"Poor (<=7)",5.02388052084628
1982,90,12.5,6,"Action",4,0,"Poor (<=7)",1.94591014905531
1936,89,14.5,21,"Comedy",8.6,1,"Good (>7)",3.09104245335832
1958,158,13.8,586,"Drama",5.1,0,"Poor (<=7)",6.3750248198281
1938,78,10.3,9,"Drama",4.8,0,"Poor (<=7)",2.30258509299405
1987,110,10.1,4389,"Comedy",3.9,0,"Poor (<=7)",8.38708450606922
2000,79,10.9,424,"Documentary",7.6,1,"Good (>7)",6.05208916892442
1957,88,12.6,18,"Drama",5.1,0,"Poor (<=7)",2.94443897916644
1985,87,11.1,161,"Action",3.7,0,"Poor (<=7)",5.08759633523238
1950,55,12.1,10,"Action",3.4,0,"Poor (<=7)",2.39789527279837
1963,75,13.8,40,"Comedy",8.4,1,"Good (>7)",3.71357206670431
1932,60,17.4,8,"Action",8.4,1,"Good (>7)",2.19722457733622
1956,6,9.5,49,"Animation",8.2,1,"Good (>7)",3.91202300542815
1931,61,13.7,6,"Action",3.3,0,"Poor (<=7)",1.94591014905531
1997,93,15.9,44,"Drama",3.7,0,"Poor (<=7)",3.80666248977032
1943,65,5.7,68,"Animation",3.8,0,"Poor (<=7)",4.23410650459726
1989,35,12.3,21,"Documentary",8.7,1,"Good (>7)",3.09104245335832
1970,90,12.2,54,"Comedy",8.3,1,"Good (>7)",4.00733318523247
1966,30,15.3,11,"Documentary",8.2,1,"Good (>7)",2.484906649788
1948,98,13.2,29,"Comedy",7.7,1,"Good (>7)",3.40119738166216
2001,94,10.9,15,"Drama",2.8,0,"Poor (<=7)",2.77258872223978
1954,85,13,19,"Drama",2.9,0,"Poor (<=7)",2.99573227355399
1949,68,10.3,625,"Animation",2.4,0,"Poor (<=7)",6.4393503711001
1991,83,6.8,1257,"Comedy",2.9,0,"Poor (<=7)",7.13727843726039
2003,15,14.4,13,"Comedy",7.9,1,"Good (>7)",2.63905732961526
1940,124,10.3,10465,"Comedy",2.6,0,"Poor (<=7)",9.25588718693215
1949,8,12.4,25,"Animation",8.1,1,"Good (>7)",3.25809653802148
1997,100,11.3,61,"Action",3.5,0,"Poor (<=7)",4.12713438504509
1976,89,15.3,218,"Comedy",8,1,"Good (>7)",5.3890717298165
1959,96,13.3,8,"Drama",4.1,0,"Poor (<=7)",2.19722457733622
1991,100,12.3,8,"Action",3.6,0,"Poor (<=7)",2.19722457733622
1928,88,12.3,60,"Drama",4.7,0,"Poor (<=7)",4.11087386417331
1966,109,10.7,28,"Drama",5.5,0,"Poor (<=7)",3.36729582998647
1986,105,13.4,472,"Drama",3.1,0,"Poor (<=7)",6.15909538849193
2000,92,10,37,"Drama",3.9,0,"Poor (<=7)",3.63758615972639
1999,95,11,30,"Drama",2.3,0,"Poor (<=7)",3.43398720448515
1980,123,9.8,89,"Drama",4.6,0,"Poor (<=7)",4.49980967033027
1984,93,9.1,19,"Drama",4.6,0,"Poor (<=7)",2.99573227355399
1955,6,13.4,6,"Animation",8.3,1,"Good (>7)",1.94591014905531
2003,87,9.6,28,"Comedy",3.6,0,"Poor (<=7)",3.36729582998647
1955,108,12,184,"Comedy",5.6,0,"Poor (<=7)",5.22035582507832
2004,95,10.3,9,"Action",3.3,0,"Poor (<=7)",2.30258509299405
1952,110,12,11,"Drama",2.9,0,"Poor (<=7)",2.484906649788
